order_id,order_date,customer_id,product_id,City,State,Region,ship_mode,sales,quantity,discount,profit
CA-2017-108574,10/7/2017,MG-18145,TEC-AC-10002049,Los Angeles,California,West,Standard Class,1115.91,9,0.0,200.8638
CA-2017-108574,10/7/2017,MG-18145,TEC-PH-10003555,Los Angeles,California,West,Standard Class,128.744,7,0.2,-28.9674
CA-2017-108574,10/7/2017,MG-18145,TEC-PH-10000702,Los Angeles,California,West,Standard Class,79.92,10,0.2,26.973
CA-2017-144589,1/20/2017,TM-21010,OFF-AR-10003631,San Francisco,California,West,Standard Class,24.2,5,0.0,7.986
CA-2017-144589,1/20/2017,TM-21010,TEC-PH-10003072,San Francisco,California,West,Standard Class,359.976,3,0.2,130.4913
CA-2017-155985,3/23/2017,BE-11335,FUR-FU-10000758,San Francisco,California,West,First Class,211.84,8,0.0,76.2624
CA-2014-162684,8/1/2014,AS-10630,OFF-FA-10000992,Philadelphia,Pennsylvania,East,Standard Class,5.68,2,0.2,1.917
CA-2015-142041,6/7/2015,EM-13810,OFF-BI-10004187,Los Angeles,California,West,Second Class,7.52,5,0.2,2.632
CA-2014-151295,11/12/2014,JA-15970,OFF-PA-10001947,Los Angeles,California,West,Standard Class,11.96,2,0.0,5.8604
CA-2014-151295,11/12/2014,JA-15970,FUR-TA-10002356,Los Angeles,California,West,Standard Class,629.064,3,0.2,31.4532
CA-2016-156300,12/29/2016,TB-21595,FUR-CH-10001714,Milwaukee,Wisconsin,Central,Standard Class,754.45,5,0.0,60.356
CA-2015-146087,7/6/2015,PP-18955,FUR-BO-10002824,Holyoke,Massachusetts,East,Standard Class,301.96,2,0.0,60.392
CA-2017-168655,10/12/2017,ML-18040,TEC-AC-10002842,Albuquerque,New Mexico,West,Standard Class,595.0,5,0.0,95.2
CA-2017-168655,10/12/2017,ML-18040,OFF-BI-10002082,Albuquerque,New Mexico,West,Standard Class,79.872,3,0.2,29.952
CA-2016-107202,5/21/2016,LC-16930,TEC-MA-10000112,Sparks,Nevada,West,Standard Class,2396.4,10,0.2,179.73
CA-2017-159597,11/9/2017,MC-17590,OFF-ST-10002289,Coachella,California,West,Standard Class,63.56,2,0.0,3.178
CA-2017-159597,11/9/2017,MC-17590,TEC-AC-10004171,Coachella,California,West,Standard Class,99.99,1,0.0,43.9956
CA-2016-155551,4/18/2016,CR-12580,OFF-ST-10003656,Elmhurst,Illinois,Central,Standard Class,230.376,3,0.2,-48.9549
CA-2016-155551,4/18/2016,CR-12580,OFF-PA-10001560,Elmhurst,Illinois,Central,Standard Class,9.664,2,0.2,3.2616
US-2017-147669,12/25/2017,SV-20935,TEC-AC-10002473,Fairfield,Ohio,East,Standard Class,158.928,7,0.2,41.7186
US-2017-147669,12/25/2017,SV-20935,OFF-BI-10000632,Fairfield,Ohio,East,Standard Class,13.023,1,0.7,-10.4184
US-2017-147669,12/25/2017,SV-20935,FUR-TA-10002645,Fairfield,Ohio,East,Standard Class,273.06,2,0.4,-104.673
US-2017-147669,12/25/2017,SV-20935,OFF-FA-10002975,Fairfield,Ohio,East,Standard Class,39.312,13,0.2,12.7764
CA-2016-169922,6/11/2016,MZ-17515,OFF-BI-10003784,Arlington,Texas,Central,Standard Class,1.344,4,0.8,-2.1504
CA-2016-169922,6/11/2016,MZ-17515,OFF-BI-10001617,Arlington,Texas,Central,Standard Class,8.272,4,0.8,-13.6488
CA-2016-169922,6/11/2016,MZ-17515,FUR-FU-10004415,Arlington,Texas,Central,Standard Class,12.544,7,0.6,-9.0944
CA-2017-100748,5/13/2017,RB-19795,OFF-LA-10000240,San Francisco,California,West,Standard Class,58.48,8,0.0,27.4856
CA-2017-129805,12/28/2017,HM-14860,FUR-FU-10001935,Seattle,Washington,West,Standard Class,7.4,2,0.0,3.034
CA-2014-148586,3/25/2014,AZ-10750,FUR-CH-10002439,New York City,New York,East,Standard Class,366.786,7,0.1,65.2064
US-2017-112613,5/28/2017,JH-15910,TEC-PH-10001536,Houston,Texas,Central,Standard Class,54.368,4,0.2,4.0776
CA-2015-154746,11/14/2015,PJ-18835,OFF-EN-10001532,Springfield,Virginia,South,First Class,33.96,2,0.0,16.98
CA-2015-154746,11/14/2015,PJ-18835,OFF-AP-10003057,Springfield,Virginia,South,First Class,826.11,3,0.0,322.1829
CA-2017-140053,7/3/2017,CA-12265,FUR-FU-10003708,Farmington,New Mexico,West,Standard Class,545.85,9,0.0,114.6285
CA-2014-164210,11/18/2014,PW-19240,FUR-TA-10000849,Louisville,Colorado,West,Second Class,145.98,2,0.5,-99.2664
CA-2014-164210,11/18/2014,PW-19240,OFF-PA-10002259,Louisville,Colorado,West,Second Class,35.808,4,0.2,12.5328
CA-2017-139948,7/17/2017,SW-20455,FUR-FU-10002597,Tampa,Florida,South,Standard Class,7.904,2,0.2,2.1736
CA-2016-146934,5/22/2016,AF-10870,TEC-PH-10004614,Passaic,New Jersey,East,Standard Class,345.0,5,0.0,86.25
CA-2016-146934,5/22/2016,AF-10870,FUR-TA-10003748,Passaic,New Jersey,East,Standard Class,174.286,2,0.3,-19.9184
CA-2016-146934,5/22/2016,AF-10870,OFF-AP-10003217,Passaic,New Jersey,East,Standard Class,662.84,4,0.0,172.3384
CA-2016-146934,5/22/2016,AF-10870,TEC-AC-10002399,Passaic,New Jersey,East,Standard Class,95.1,5,0.0,30.432
CA-2016-146934,5/22/2016,AF-10870,OFF-EN-10002973,Passaic,New Jersey,East,Standard Class,26.88,6,0.0,12.9024
CA-2016-146934,5/22/2016,AF-10870,TEC-PH-10001336,Passaic,New Jersey,East,Standard Class,257.98,2,0.0,74.8142
CA-2015-100573,9/25/2015,AM-10705,OFF-EN-10000461,Los Angeles,California,West,Standard Class,17.48,2,0.0,8.2156
CA-2016-119165,10/31/2016,BD-11320,FUR-CH-10000988,Philadelphia,Pennsylvania,East,Standard Class,492.835,5,0.3,-14.081
CA-2015-128027,9/14/2015,CM-12385,OFF-ST-10001809,North Charleston,South Carolina,South,Second Class,269.49,3,0.0,5.3898
CA-2016-140207,11/5/2016,CS-12400,OFF-BI-10003963,San Jose,California,West,Standard Class,29.12,5,0.2,9.828
CA-2017-140949,3/17/2017,DB-13405,OFF-LA-10000081,New York City,New York,East,Second Class,18.75,5,0.0,9.0
CA-2017-140949,3/17/2017,DB-13405,TEC-PH-10000149,New York City,New York,East,Second Class,119.7,6,0.0,31.122
CA-2017-140949,3/17/2017,DB-13405,OFF-BI-10000605,New York City,New York,East,Second Class,9.144,3,0.2,3.0861
CA-2017-140949,3/17/2017,DB-13405,TEC-AC-10002399,New York City,New York,East,Second Class,57.06,3,0.0,18.2592
CA-2017-140949,3/17/2017,DB-13405,TEC-AC-10003038,New York City,New York,East,Second Class,71.6,8,0.0,13.604
CA-2017-140949,3/17/2017,DB-13405,OFF-ST-10000344,New York City,New York,East,Second Class,107.44,8,0.0,27.9344
CA-2017-140949,3/17/2017,DB-13405,OFF-LA-10004093,New York City,New York,East,Second Class,7.31,1,0.0,3.4357
CA-2017-140949,3/17/2017,DB-13405,OFF-AR-10001683,New York City,New York,East,Second Class,59.1,6,0.0,22.458
CA-2017-140949,3/17/2017,DB-13405,OFF-ST-10003455,New York City,New York,East,Second Class,46.53,3,0.0,12.0978
CA-2017-138548,8/15/2017,JG-15160,OFF-AP-10002578,Plainfield,New Jersey,East,Standard Class,97.84,2,0.0,25.4384
CA-2015-142419,7/11/2015,SC-20380,OFF-PA-10001763,Seattle,Washington,West,Second Class,29.97,3,0.0,13.4865
CA-2015-142419,7/11/2015,SC-20380,OFF-BI-10001597,Seattle,Washington,West,Second Class,98.352,3,0.2,34.4232
CA-2017-148691,12/3/2017,CS-12460,OFF-BI-10001524,New York City,New York,East,Standard Class,83.92,5,0.2,29.372
CA-2017-148691,12/3/2017,CS-12460,OFF-BI-10001553,New York City,New York,East,Standard Class,14.624,2,0.2,5.1184
CA-2017-148691,12/3/2017,CS-12460,TEC-PH-10000576,New York City,New York,East,Standard Class,136.99,1,0.0,36.9873
CA-2017-148691,12/3/2017,CS-12460,OFF-LA-10001317,New York City,New York,East,Standard Class,3.15,1,0.0,1.512
CA-2017-128755,5/4/2017,MK-18160,OFF-PA-10000726,Newport News,Virginia,South,Standard Class,9.11,1,0.0,4.0995
CA-2017-128755,5/4/2017,MK-18160,OFF-ST-10003306,Newport News,Virginia,South,Standard Class,571.44,4,0.0,165.7176
CA-2017-128755,5/4/2017,MK-18160,OFF-PA-10004983,Newport News,Virginia,South,Standard Class,32.4,5,0.0,15.552
CA-2017-128755,5/4/2017,MK-18160,OFF-ST-10001291,Newport News,Virginia,South,Standard Class,16.91,1,0.0,4.5657
US-2016-135923,1/22/2016,CM-11935,FUR-FU-10002107,Fayetteville,North Carolina,South,Standard Class,14.272,8,0.2,4.2816
US-2016-135923,1/22/2016,CM-11935,FUR-BO-10002213,Fayetteville,North Carolina,South,Standard Class,451.136,4,0.2,-67.6704
US-2016-135923,1/22/2016,CM-11935,OFF-AP-10000692,Fayetteville,North Carolina,South,Standard Class,64.864,4,0.2,6.4864
CA-2016-114972,11/3/2016,PF-19225,FUR-CH-10001190,Los Angeles,California,West,First Class,217.584,2,0.2,-29.9178
CA-2016-114972,11/3/2016,PF-19225,TEC-AC-10000682,Los Angeles,California,West,First Class,82.95,5,0.0,29.0325
CA-2016-114972,11/3/2016,PF-19225,OFF-LA-10004545,Los Angeles,California,West,First Class,87.71,7,0.0,41.2237
CA-2016-114972,11/3/2016,PF-19225,OFF-AP-10003057,Los Angeles,California,West,First Class,1101.48,4,0.0,429.5772
CA-2017-102750,9/4/2017,GM-14695,FUR-TA-10000198,Los Angeles,California,West,Second Class,1322.352,3,0.2,-99.1764
CA-2014-145212,9/13/2014,DC-12850,OFF-AR-10002833,New York City,New York,East,Standard Class,5.46,3,0.0,1.4742
CA-2017-141992,6/19/2017,FO-14305,OFF-SU-10002557,Dallas,Texas,Central,Standard Class,11.184,1,0.2,0.8388
CA-2017-141992,6/19/2017,FO-14305,OFF-ST-10003656,Dallas,Texas,Central,Standard Class,153.584,2,0.2,-32.6366
CA-2017-147956,12/24/2017,AH-10210,OFF-ST-10001097,Seattle,Washington,West,Standard Class,1003.62,6,0.0,0.0
CA-2017-126067,8/28/2017,KN-16705,TEC-PH-10000912,Seattle,Washington,West,Standard Class,35.168,4,0.2,11.4296
CA-2017-126067,8/28/2017,KN-16705,FUR-TA-10000617,Seattle,Washington,West,Standard Class,1137.75,5,0.0,250.305
CA-2017-126067,8/28/2017,KN-16705,OFF-BI-10001658,Seattle,Washington,West,Standard Class,99.68,5,0.2,32.396
CA-2017-126067,8/28/2017,KN-16705,OFF-AR-10003856,Seattle,Washington,West,Standard Class,5.56,2,0.0,1.4456
CA-2015-104514,1/2/2015,CB-12535,OFF-ST-10001837,Newark,Delaware,East,Second Class,85.52,2,0.0,22.2352
CA-2015-104514,1/2/2015,CB-12535,OFF-AR-10001473,Newark,Delaware,East,Second Class,9.84,3,0.0,2.6568
CA-2015-104514,1/2/2015,CB-12535,OFF-PA-10004285,Newark,Delaware,East,Second Class,20.04,3,0.0,9.6192
CA-2015-141040,10/9/2015,TB-21250,TEC-PH-10001835,New York City,New York,East,Second Class,631.96,4,0.0,303.3408
CA-2015-141040,10/9/2015,TB-21250,OFF-PA-10002245,New York City,New York,East,Second Class,23.92,4,0.0,10.764
CA-2014-113579,12/13/2014,KD-16345,OFF-PA-10001457,Los Angeles,California,West,Second Class,90.24,6,0.0,41.5104
CA-2014-144624,11/19/2014,JM-15865,TEC-PH-10002885,Jamestown,New York,East,Standard Class,4548.81,7,0.0,1228.1787
CA-2016-146206,9/10/2016,KT-16480,FUR-TA-10004086,Houston,Texas,Central,Second Class,300.93,5,0.3,-34.392
CA-2016-146206,9/10/2016,KT-16480,TEC-PH-10000895,Houston,Texas,Central,Second Class,719.96,5,0.2,53.997
CA-2014-136644,6/16/2014,SC-20575,FUR-CH-10000225,Mishawaka,Indiana,Central,Standard Class,647.84,8,0.0,32.392
CA-2015-122371,9/26/2015,BS-11800,OFF-ST-10002370,San Diego,California,West,Standard Class,64.17,3,0.0,18.6093
CA-2015-122371,9/26/2015,BS-11800,OFF-EN-10000056,San Diego,California,West,Standard Class,124.46,2,0.0,58.4962
CA-2016-126935,5/19/2016,BT-11395,OFF-BI-10004817,San Francisco,California,West,Standard Class,9.584,1,0.2,3.3544
US-2017-133781,6/22/2017,DC-12850,OFF-EN-10004483,Miami,Florida,South,First Class,37.608,3,0.2,12.6927
CA-2017-131618,6/17/2017,LS-17200,OFF-PA-10001892,Skokie,Illinois,Central,First Class,12.224,2,0.2,4.4312
CA-2017-131618,6/17/2017,LS-17200,OFF-BI-10000546,Skokie,Illinois,Central,First Class,2.304,4,0.8,-3.5712
CA-2017-131618,6/17/2017,LS-17200,OFF-BI-10001294,Skokie,Illinois,Central,First Class,9.36,4,0.8,-16.38
CA-2016-149482,11/14/2016,RR-19315,OFF-LA-10000248,San Francisco,California,West,Standard Class,7.38,2,0.0,3.4686
CA-2014-143917,7/25/2014,KL-16645,OFF-ST-10001228,San Francisco,California,West,Second Class,53.72,4,0.0,15.0416
CA-2014-143917,7/25/2014,KL-16645,OFF-SU-10000151,San Francisco,California,West,Second Class,8187.65,5,0.0,327.506
CA-2014-143917,7/25/2014,KL-16645,FUR-FU-10004351,San Francisco,California,West,Second Class,77.92,8,0.0,34.2848
CA-2015-120397,7/2/2015,RB-19435,OFF-AP-10001293,Houston,Texas,Central,Same Day,32.784,4,0.8,-85.2384
CA-2017-163902,3/2/2017,MY-17380,TEC-PH-10000675,Los Angeles,California,West,Standard Class,196.776,3,0.2,14.7582
CA-2017-163902,3/2/2017,MY-17380,TEC-AC-10000580,Los Angeles,California,West,Standard Class,479.94,6,0.0,52.7934
CA-2016-136812,11/18/2016,AW-10930,OFF-ST-10003470,Oklahoma City,Oklahoma,Central,Standard Class,1117.92,4,0.0,55.896
CA-2015-102722,4/18/2015,KW-16570,TEC-AC-10003116,Monroe,Louisiana,South,First Class,106.5,6,0.0,41.535
CA-2017-155089,12/2/2017,DB-12910,OFF-BI-10002429,Tampa,Florida,South,Standard Class,45.66,5,0.7,-33.484
CA-2016-124506,11/11/2016,BB-11545,TEC-AC-10003280,Chicago,Illinois,Central,Standard Class,95.968,4,0.2,1.1996
CA-2016-124506,11/11/2016,BB-11545,FUR-CH-10004540,Chicago,Illinois,Central,Standard Class,47.992,2,0.3,-2.0568
CA-2014-106572,9/5/2014,NP-18700,OFF-ST-10000585,Bowling Green,Ohio,East,Standard Class,264.32,2,0.2,19.824
CA-2014-128888,11/15/2014,PB-19105,OFF-EN-10003001,Houston,Texas,Central,Standard Class,604.656,9,0.2,204.0714
CA-2017-123134,5/2/2017,DW-13585,FUR-FU-10003975,Westfield,New Jersey,East,Standard Class,129.93,3,0.0,12.993
CA-2016-124352,10/15/2016,CD-12790,OFF-LA-10004559,Oklahoma City,Oklahoma,Central,Standard Class,20.16,7,0.0,9.8784
CA-2016-124352,10/15/2016,CD-12790,OFF-LA-10003223,Oklahoma City,Oklahoma,Central,Standard Class,29.46,6,0.0,14.4354
CA-2016-124352,10/15/2016,CD-12790,OFF-AP-10002651,Oklahoma City,Oklahoma,Central,Standard Class,868.59,3,0.0,251.8911
CA-2016-124352,10/15/2016,CD-12790,OFF-PA-10003177,Oklahoma City,Oklahoma,Central,Standard Class,12.96,2,0.0,6.2208
CA-2016-124352,10/15/2016,CD-12790,TEC-PH-10003442,Oklahoma City,Oklahoma,Central,Standard Class,5.5,1,0.0,1.375
CA-2016-124352,10/15/2016,CD-12790,OFF-BI-10000977,Oklahoma City,Oklahoma,Central,Standard Class,121.6,4,0.0,55.936
CA-2015-124541,4/6/2015,TT-21220,OFF-AR-10004078,Houston,Texas,Central,Standard Class,42.048,9,0.2,5.256
CA-2015-124541,4/6/2015,TT-21220,TEC-AC-10002550,Houston,Texas,Central,Standard Class,25.488,2,0.2,4.4604
CA-2015-124541,4/6/2015,TT-21220,OFF-BI-10004965,Houston,Texas,Central,Standard Class,6.9,3,0.8,-12.075
CA-2015-124541,4/6/2015,TT-21220,OFF-BI-10004209,Houston,Texas,Central,Standard Class,9.648,6,0.8,-16.884
CA-2015-124541,4/6/2015,TT-21220,OFF-PA-10001526,Houston,Texas,Central,Standard Class,7.968,2,0.2,2.8884
CA-2014-108707,10/24/2014,DB-12910,OFF-PA-10000788,Fort Lauderdale,Florida,South,Standard Class,10.368,2,0.2,3.6288
CA-2014-111500,8/17/2014,DJ-13510,OFF-PA-10000595,Little Rock,Arkansas,South,Standard Class,114.2,5,0.0,52.532
CA-2014-111500,8/17/2014,DJ-13510,OFF-BI-10000829,Little Rock,Arkansas,South,Standard Class,17.96,4,0.0,8.2616
CA-2014-111500,8/17/2014,DJ-13510,OFF-FA-10002676,Little Rock,Arkansas,South,Standard Class,12.67,7,0.0,4.5612
CA-2014-111500,8/17/2014,DJ-13510,TEC-AC-10000844,Little Rock,Arkansas,South,Standard Class,339.96,4,0.0,122.3856
US-2017-117723,8/15/2017,DL-13495,OFF-ST-10004459,Philadelphia,Pennsylvania,East,Second Class,1801.632,6,0.2,-337.806
CA-2015-143238,9/6/2015,LO-17170,TEC-AC-10003499,La Quinta,California,West,First Class,46.32,4,0.0,18.0648
CA-2015-168746,1/27/2015,SV-20365,FUR-CH-10000513,Cleveland,Ohio,East,Second Class,181.986,2,0.3,-54.5958
CA-2015-168746,1/27/2015,SV-20365,TEC-PH-10000895,Cleveland,Ohio,East,Second Class,431.976,4,0.4,-100.7944
CA-2015-168746,1/27/2015,SV-20365,TEC-PH-10002555,Cleveland,Ohio,East,Second Class,155.37,1,0.4,-36.253
CA-2015-113404,7/16/2015,EM-13810,FUR-CH-10003312,San Francisco,California,West,Same Day,1348.704,6,0.2,-219.1644
CA-2015-113404,7/16/2015,EM-13810,FUR-CH-10004086,San Francisco,California,West,Same Day,700.152,3,0.2,78.7671
CA-2016-144792,4/30/2016,KD-16615,FUR-FU-10002759,Scottsdale,Arizona,West,Standard Class,111.888,7,0.2,22.3776
CA-2014-164385,9/26/2014,NB-18580,OFF-AP-10002191,Philadelphia,Pennsylvania,East,Second Class,143.952,3,0.2,14.3952
US-2016-114174,9/8/2016,AP-10720,FUR-BO-10003450,Malden,Massachusetts,East,Standard Class,173.94,3,0.0,13.9152
US-2016-114174,9/8/2016,AP-10720,OFF-LA-10000248,Malden,Massachusetts,East,Standard Class,14.76,4,0.0,6.9372
CA-2017-108070,4/16/2017,JE-15745,OFF-ST-10004804,San Jose,California,West,Standard Class,205.92,4,0.0,2.0592
CA-2017-108070,4/16/2017,JE-15745,FUR-BO-10001337,San Jose,California,West,Standard Class,102.833,1,0.15,-6.049
US-2015-128090,8/16/2015,JM-15865,OFF-AR-10002255,Phoenix,Arizona,West,Standard Class,2.304,1,0.2,0.2592
US-2015-128090,8/16/2015,JM-15865,TEC-PH-10002624,Phoenix,Arizona,West,Standard Class,1879.96,5,0.2,211.4955
US-2015-128090,8/16/2015,JM-15865,OFF-PA-10001878,Phoenix,Arizona,West,Standard Class,313.024,8,0.2,105.6456
US-2015-128090,8/16/2015,JM-15865,OFF-LA-10000452,Phoenix,Arizona,West,Standard Class,5.04,2,0.2,1.764
CA-2017-101042,11/19/2017,AB-10105,FUR-FU-10004665,Henderson,Kentucky,South,Standard Class,821.88,6,0.0,213.6888
CA-2017-101042,11/19/2017,AB-10105,OFF-BI-10000088,Henderson,Kentucky,South,Standard Class,21.96,2,0.0,10.7604
CA-2016-155439,9/14/2016,PN-18775,OFF-PA-10000029,Columbia,South Carolina,South,Standard Class,25.92,4,0.0,12.4416
CA-2016-118626,8/15/2016,JC-15775,TEC-PH-10000369,Tallahassee,Florida,South,Standard Class,705.544,7,0.2,70.5544
CA-2015-111458,9/26/2015,PF-19165,TEC-AC-10001590,New York City,New York,East,Standard Class,50.0,2,0.0,12.0
US-2016-126844,10/8/2016,BW-11110,FUR-FU-10004909,Houston,Texas,Central,Standard Class,51.712,8,0.6,-32.32
US-2015-112508,3/24/2015,BP-11185,OFF-AP-10002287,Coral Springs,Florida,South,Standard Class,6.992,2,0.2,0.5244
CA-2015-147788,5/31/2015,TM-21010,FUR-BO-10004357,Orem,Utah,West,Standard Class,1406.86,7,0.0,140.686
CA-2015-147788,5/31/2015,TM-21010,OFF-LA-10003766,Orem,Utah,West,Standard Class,15.75,5,0.0,7.56
CA-2015-147788,5/31/2015,TM-21010,OFF-ST-10000046,Orem,Utah,West,Standard Class,323.1,2,0.0,61.389
CA-2015-144288,12/25/2015,MB-17305,OFF-LA-10003190,Nashville,Tennessee,South,Standard Class,9.216,4,0.2,3.3408
CA-2015-144288,12/25/2015,MB-17305,OFF-PA-10002787,Nashville,Tennessee,South,Standard Class,10.368,2,0.2,3.6288
CA-2015-110632,3/17/2015,HR-14830,TEC-AC-10000387,New York City,New York,East,Second Class,15.02,1,0.0,2.7036
CA-2015-110632,3/17/2015,HR-14830,OFF-ST-10001291,New York City,New York,East,Second Class,33.82,2,0.0,9.1314
CA-2017-109589,12/21/2017,BD-11635,TEC-AC-10003116,Bowling Green,Kentucky,South,First Class,71.0,4,0.0,27.69
CA-2017-123967,11/1/2017,SF-20200,OFF-BI-10001308,Bellingham,Washington,West,Second Class,25.12,5,0.2,7.85
CA-2017-123967,11/1/2017,SF-20200,FUR-TA-10003954,Bellingham,Washington,West,Second Class,2665.62,9,0.0,239.9058
CA-2017-148929,9/7/2017,SP-20620,OFF-ST-10003282,New York City,New York,East,Standard Class,478.08,8,0.0,133.8624
CA-2017-134404,12/27/2017,DR-12880,TEC-PH-10000576,Newark,Ohio,East,Same Day,164.388,2,0.4,-35.6174
CA-2017-134404,12/27/2017,DR-12880,OFF-AR-10004441,Newark,Ohio,East,Same Day,13.248,4,0.2,3.6432
CA-2017-109778,7/16/2017,VM-21685,OFF-AR-10003759,Woodstock,Illinois,Central,Standard Class,2.912,2,0.2,0.91
CA-2016-155845,8/12/2016,CM-12235,TEC-AC-10004145,Carrollton,Texas,Central,Second Class,1399.944,7,0.2,52.4979
CA-2017-145128,7/9/2017,SM-20320,FUR-FU-10000293,Lafayette,Indiana,Central,Standard Class,526.45,5,0.0,31.587
CA-2014-129091,11/22/2014,RA-19885,OFF-EN-10004955,Columbus,Georgia,South,Standard Class,16.23,3,0.0,7.9527
CA-2014-129091,11/22/2014,RA-19885,OFF-BI-10001071,Columbus,Georgia,South,Standard Class,319.9,5,0.0,156.751
CA-2014-129091,11/22/2014,RA-19885,OFF-EN-10001990,Columbus,Georgia,South,Standard Class,11.36,2,0.0,5.3392
CA-2014-129091,11/22/2014,RA-19885,OFF-AP-10002734,Columbus,Georgia,South,Standard Class,675.12,3,0.0,290.3016
US-2014-155502,1/26/2014,SD-20485,FUR-FU-10004587,Alexandria,Virginia,South,Standard Class,62.82,3,0.0,30.7818
US-2014-155502,1/26/2014,SD-20485,OFF-ST-10004337,Alexandria,Virginia,South,Standard Class,489.92,8,0.0,0.0
US-2014-155502,1/26/2014,SD-20485,OFF-PA-10003072,Alexandria,Virginia,South,Standard Class,19.44,3,0.0,9.3312
US-2014-155502,1/26/2014,SD-20485,OFF-PA-10000380,Alexandria,Virginia,South,Standard Class,16.68,2,0.0,8.34
US-2014-155502,1/26/2014,SD-20485,TEC-PH-10004833,Alexandria,Virginia,South,Standard Class,155.35,13,0.0,0.0
US-2014-155502,1/26/2014,SD-20485,FUR-FU-10001847,Alexandria,Virginia,South,Standard Class,12.42,3,0.0,4.4712
US-2014-155502,1/26/2014,SD-20485,TEC-PH-10002103,Alexandria,Virginia,South,Standard Class,187.98,2,0.0,52.6344
CA-2015-121041,11/3/2015,CS-12250,OFF-EN-10001137,Haltom City,Texas,Central,Standard Class,6.608,2,0.2,2.1476
CA-2017-131695,6/30/2017,RA-19285,OFF-ST-10001476,New York City,New York,East,Standard Class,248.57,7,0.0,67.1139
CA-2017-131695,6/30/2017,RA-19285,FUR-FU-10002045,New York City,New York,East,Standard Class,22.23,1,0.0,9.7812
CA-2016-137729,5/5/2016,BF-11005,OFF-ST-10001505,Los Angeles,California,West,Standard Class,5.98,1,0.0,1.0166
CA-2016-137729,5/5/2016,BF-11005,TEC-PH-10001433,Los Angeles,California,West,Standard Class,246.168,3,0.2,21.5397
US-2016-115455,9/8/2016,SE-20110,FUR-FU-10004671,Wheeling,Illinois,Central,Standard Class,14.136,2,0.6,-7.7748
US-2016-115455,9/8/2016,SE-20110,FUR-TA-10003569,Wheeling,Illinois,Central,Standard Class,601.47,3,0.5,-300.735
CA-2017-128300,11/24/2017,RS-19765,TEC-PH-10002807,Summerville,South Carolina,South,Second Class,79.1,2,0.0,39.55
CA-2017-128300,11/24/2017,RS-19765,OFF-BI-10001597,Summerville,South Carolina,South,Second Class,327.84,8,0.0,157.3632
CA-2017-149048,5/13/2017,BM-11650,OFF-EN-10003296,Columbus,Indiana,Central,Standard Class,180.96,2,0.0,81.432
CA-2017-149048,5/13/2017,BM-11650,OFF-BI-10004632,Columbus,Indiana,Central,Standard Class,914.97,3,0.0,411.7365
CA-2017-149048,5/13/2017,BM-11650,TEC-PH-10002310,Columbus,Indiana,Central,Standard Class,587.97,3,0.0,158.7519
CA-2017-149048,5/13/2017,BM-11650,OFF-ST-10000078,Columbus,Indiana,Central,Standard Class,530.34,2,0.0,95.4612
CA-2017-149048,5/13/2017,BM-11650,OFF-PA-10001752,Columbus,Indiana,Central,Standard Class,14.94,3,0.0,7.3206
CA-2017-108553,4/23/2017,SK-19990,OFF-AP-10000026,New York City,New York,East,Standard Class,121.94,2,0.0,35.3626
CA-2017-108553,4/23/2017,SK-19990,OFF-SU-10002573,New York City,New York,East,Standard Class,122.71,7,0.0,36.813
CA-2016-165848,6/4/2016,EN-13780,OFF-PA-10000349,New York City,New York,East,Same Day,14.94,3,0.0,7.0218
CA-2016-165848,6/4/2016,EN-13780,TEC-MA-10003356,New York City,New York,East,Same Day,1349.85,3,0.0,364.4595
CA-2016-165848,6/4/2016,EN-13780,FUR-BO-10000362,New York City,New York,East,Same Day,136.784,1,0.2,5.1294
CA-2016-165848,6/4/2016,EN-13780,FUR-FU-10003878,New York City,New York,East,Same Day,61.12,4,0.0,20.7808
CA-2014-112718,12/16/2014,KN-16450,OFF-BI-10000591,Jacksonville,Florida,South,Standard Class,1.167,1,0.7,-0.8558
CA-2016-154053,3/4/2016,MG-17890,OFF-AR-10003727,San Diego,California,West,Standard Class,16.99,1,0.0,4.9271
CA-2014-127446,11/25/2014,MC-17590,TEC-AC-10001635,Arlington,Texas,Central,Standard Class,24.672,3,0.2,0.0
CA-2014-127446,11/25/2014,MC-17590,OFF-LA-10001317,Arlington,Texas,Central,Standard Class,2.52,1,0.2,0.882
CA-2014-127446,11/25/2014,MC-17590,FUR-TA-10000577,Arlington,Texas,Central,Standard Class,1218.735,5,0.3,-121.8735
CA-2014-127446,11/25/2014,MC-17590,OFF-LA-10000248,Arlington,Texas,Central,Standard Class,5.904,2,0.2,1.9926
CA-2014-127446,11/25/2014,MC-17590,OFF-PA-10000955,Arlington,Texas,Central,Standard Class,15.696,3,0.2,5.1012
CA-2014-127446,11/25/2014,MC-17590,FUR-FU-10000221,Arlington,Texas,Central,Standard Class,6.096,3,0.6,-3.9624
CA-2016-137204,4/28/2016,BO-11350,FUR-CH-10002304,Los Angeles,California,West,Standard Class,41.568,2,0.2,2.598
CA-2014-147298,4/26/2014,AG-10300,FUR-CH-10004886,Los Angeles,California,West,Standard Class,230.28,3,0.2,23.028
CA-2014-147298,4/26/2014,AG-10300,OFF-BI-10001525,Los Angeles,California,West,Standard Class,18.288,6,0.2,5.715
CA-2017-147942,4/1/2017,MS-17365,OFF-LA-10003663,San Francisco,California,West,Standard Class,5.78,2,0.0,2.7166
